factory_name,product_type,nike_inc_brands,events,address,city,state,postal_code,country,operating_region,total_workers,line_workers,percent_female_workers,percent_migrant_workers,contact_name,contact_phone,contact_fax,contact_email,subcons,serialid
SUZHOU TAIWAY APPAREL PTE LTD,APPAREL,NIKE,,1280 JINFENG ROAD,"MUDU TOWN, WUZHONG SECTION",JIANGSU,215101,CHINA,Greater China,530,449,89,96,,,,,,567
"SUZHOU TUNTEX GARMENT INDUSTRIAL CO., LTD",APPAREL,NIKE,,"TO NO.99 ZHONGSHI WEST ROAD, LUDU TOWN",TAICANG CITY,JIANGSU,0,CHINA,Greater China,320,225,75,0,,,,,,568
"TABATA  CO., LTD.",EQUIPMENT,NIKE,,"651-2, INDUSTRIAL PARK, OMIYA-MACHI",NAKA-GUN,IBARAKI-PREF,319-2194,JAPAN,Japan,116,32,60,0,,,,,,569
TAE KWANG VINA,FOOTWEAR,NIKE,,"NO.8,,ROAD 9A, BIEN HOA 2 INDUSTRIAL ZONE",BIEN HOA,DONG NAI,70000,VIETNAM,Emerging Markets,17731,15677,79,0,,,,,,570
TAE KWANG VINA (SATELLITE),FOOTWEAR,NIKE,,"864 STREET, D GROUP",MY THO,TIEN GIANG,70000,VIETNAM,Emerging Markets,2521,2389,92,0,,,,,,571
TAE KWANG VINA JOINT STOCK COMPANY'S BRANCH,FOOTWEAR,NIKE,,AGTEX IND. ZONE,BIEN HOA,DONG NAI,70000,VIETNAM,Emerging Markets,5192,4842,80,0,,,,,,572
"TAEKWANG INDUSTRY CO., LTD.",FOOTWEAR,NIKE,,"258-9, AN-DONG",GIMHAE,GYUNGNAM,621-200,SOUTH KOREA,Emerging Markets,641,203,35,0,,,,,,573
"TAGTIME VIET TIEN CO., LTD",APPAREL,NIKE,College,BINH AN GARMENT INDUSTRIAL PARK,DI AN DISTRICT,BINH DUONG,0,VIETNAM,Emerging Markets,86,61,60,0,Paul Tran,84-906886869,,Paul@tagtimevietnam.com,,574
TAI WAH GARMENTS INDUSTRY SDN BHD,APPAREL,NIKE,,"LOT. 7327, BT 21, JLN AIR HITAM",KULAI,JOHOR,81000,MALAYSIA,Emerging Markets,123,121,30,73.6,,,,,,575
TAI WAH GARMENTS INDUSTRY SDN BHD (KULAI JAYA),APPAREL,NIKE,,"G-15-2, JALAN TAN YOKE FONG",JOHOR DARUL TAKZIM,JOHOR,81000,MALAYSIA,Emerging Markets,1156,1132,30,88.1,,,,,,576
TAI WAH GARMENTS INDUSTRY SDN. BHD (JEMENTAH),APPAREL,NIKE,,"NO.7-10, JALAN PUTERI, JEMENTAH,",SEGAMAT,JOHOR DARUL TAKZIM,85200,MALAYSIA,Emerging Markets,162,157,57,44.6,,,,," Golf Sales West, Inc., Hapco Screen Printing",577
TAI WAH GARMENTS INDUSTRY SDN. BHD (LABIS),APPAREL,NIKE,,"NO. 133 & 135, JALAN SEGAMAT",SEGAMAT,JOHOR,85300,MALAYSIA,Emerging Markets,196,185,76,22.2,,,,,"Hapco Screen Printing, Tai Wah Garments Industry Sdn. Bhd (Labis)",578
TAI WAH GARMENTS INDUSTRY SDN. BHD (SEGAMAT),APPAREL,NIKE,College,"LOT  451, JALAN PERKASA",SEGAMAT,JOHOR,85000,MALAYSIA,Emerging Markets,716,689,51,68.1,Yong Teck Yap,07-3340311,07-3340667,yyttw@taiwah.com.my,,579
TAI WAH GARMENTS INDUSTRY SDN. BHD (TANGKAK),APPAREL,NIKE,,"NO. 1408-1420, JALAN BUNGA RAYA",TANGKAK,JOHOR DARUL TAKZIM,84900,MALAYSIA,Emerging Markets,226,202,43,59.9,,,,," Golf Sales West, Inc., CHIT GUAN (BP) SDN BHD, Hapco Screen Printing",580
TAI WAH GARMENTS INDUSTRY SDN. BHD. - K3,APPAREL,NIKE,,"57, JALAN HAJI MANAN",KLUANG,JOHOR,86000,MALAYSIA,Emerging Markets,158,151,56,84.8,,,,,,581
TAI WAH GARMENTS INDUSTRY SDN. BHD.- KL1,APPAREL,NIKE,,"60 & 70B, JALAN HAJI MANAN",KLUANG,JOHOR,86000,MALAYSIA,Emerging Markets,684,668,0,64.5,,,,,,582
TAI WAH GARMENTS INDUSTRY SDN.BHD,APPAREL,"NIKE, HURLEY",,"527,JALAN KANGKAR TEBRAU",JOHOR BAHRU,JOHOR,81100,MALAYSIA,Emerging Markets,162,76,64,35.5,,,,,"CHIT GUAN (BP) SDN BHD, Hapco Screen Printing",583
TAIHEI BAT FACTORY,EQUIPMENT,NIKE,,972 FUKUMITSU,NANTO,TOYAMA,939-1646,JAPAN,Japan,13,10,54,0,,,,,,584
TAITAT PUTRA REJEKI,EQUIPMENT,CONVERSE,,JL. INDUSTRI NO. 54 CITEUREUP KAB. BOGOR,BOGOR,WEST JAVA,,INDONESIA,Emerging Markets,119,97,80,0,,,,,,585
"TAY HSIN (NANHAI, FOSHAN) KNITTING CO",EQUIPMENT,NIKE,,"1ST SHABU WEST RD.,SHABU INDUSTRIAL DISTRICT",FOSHAN,GUANGDONG,528244,CHINA,Greater China,336,303,65,0,,,,,,586
TEAM EDITION APPAREL,APPAREL,NIKE,,4208 19TH STREET COURT EAST,BRADENTON,FLORIDA,34208,USA,North America,173,127,65,0,,,,,,587
TEAM EFFORT INCORPORATED,EQUIPMENT,NIKE,College,120 9TH STREET S.W.,CLARION,IOWA,50525,USA,North America,31,13,75,0,Julie Rohrer,515-532-2040,,julie.rohrer@teameffort.com,"Chai Yau Umbrella Co., Ltd Chang Tai FuJian, Dong Guan Goldenprene Sporting Goods Co., Ltd., Dongguan Metek Industrial Co., Ltd., Pride Sports, Qingdao Gio Co., Ltd., RAJA UCHINO CO.,LTD.",588
TECNOSPORT LATINOAMERICANA S.A.,FOOTWEAR,NIKE,,AVENIDA FLANDES NÂº 1272  PARQUE INDUSTRIAL VILLA FLANDRIA,LUJAN,BUENOS AIRES,0,ARGENTINA,Emerging Markets,238,208,60,1.4,,,,,,589
TEEFX SCREEN PRINTING LLC,APPAREL,"NIKE, CONVERSE, HURLEY",,71 EAST 26TH STREET,PATERSON,NEW JERSEY,7514,USA,North America,26,23,54,0,,,,,,590
TEXEVA S.R.L.,APPAREL,CONVERSE,,SEBASTIAN GABOTO 4779,VICENTE LOPEZ,BUENOS AIRES,1605,ARGENTINA,Emerging Markets,21,12,60,0,,,,,,591
TEXTEL SPORT TECH S.A.,APPAREL,NIKE,,"ITURRASPE NÂº 920, VILLA LYNCH",SAN MARTIN,BUENOS AIRES,,ARGENTINA,Emerging Markets,204,172,51,46.5,,,,,,592
TÃ_XTIL H.J.HERING LTDA,APPAREL,NIKE,,"RUA RIO DE JANEIRO, 965 - BAIRRO DOS ESTADOS",INDAIAL,SANTA CATARINA,89130-000,BRAZIL,Emerging Markets,256,223,79,0,,,,,,593
TEXTIL ROCLAN S.A.,APPAREL,NIKE,,TRES ARROYOS 564,CAPITAL FEDERAL,BUENOS AIRES,1416,ARGENTINA,Emerging Markets,161,125,54,16,,,,,,594
TEXTIL SPORT TECH S.A.,APPAREL,NIKE,,ITUZAINGO 1001,LUJAN,BUENOS AIRES,6700,ARGENTINA,Emerging Markets,79,74,77,18.9,,,,,,595
TEXTILE GRAPHICS INC.,APPAREL,NIKE,College,3138 NE RIVERGATE #303C,MCMINNVILLE,OREGON,97128,USA,North America,12,7,75,0,Jeffrey Chapman,503-472-1493,503-472-1495,jeffc@textilegraphicsinc.com,,596
TEXTILES INTERNATIONAL OF EGYPT LTD.,APPAREL,NIKE,College,PUBLIC FREE ZONE - NASR CITY,CAIRO,CAIRO,11816,EGYPT,Emerging Markets,1111,681,52,0,IBRAHIM NAZLAWY,20.12.2219 86 27,20.22.273 30 93,ianazlawy@tieegypt.com,,597
"TEXTILES LA PAZ, L.L.C.",APPAREL,"NIKE, CONVERSE, HURLEY",,KM 46.5 CARRETERA A LA  HERRADURA,EL ROSARIO LA PAZ,DEPTO DE LA PAZ,0,EL SALVADOR,Emerging Markets,1764,1249,60,0.6,,,,,"Campeche Sportswear, S. DE R.L.DE C.V.",598
"TEXTURERIAS, S.A. DE C.V.",APPAREL,"NIKE, CONVERSE",,MARIANO ABASOLO 206,SANTIAGO TIANGUISTENCO,ESTADO  DE MEXICO,52600,MEXICO,Emerging Markets,339,301,72,0,,,,,,599
"THAI SOCK CO., LTD.",EQUIPMENT,"NIKE, CONVERSE",,29/1   MOO 4,PRAPRADAENG,SAMUTPRAKARN,10130,THAILAND,Emerging Markets,863,680,75,0,,,,,,600
"THE APPAREL GROUP AMERICAN, LLC",APPAREL,"NIKE, CONVERSE, HURLEY",,250 BELMONT AVE,HALEDON,NEW JERSEY,7508,USA,North America,42,34,69,0,,,,,,601
"THE HADDAD APPAREL WUXI, CO., LTD",APPAREL,"NIKE, CONVERSE, HURLEY",,"FLOOR 4, NO. 28-19, NANHU CENTER ROAD",WUXI,JIANGSU,,CHINA,Greater China,60,56,85,0,,,,,,602
"THERMOS (HUAI AN) HOUSEWARES CO.,LTD",EQUIPMENT,NIKE,,"NO.56 HECHANG ROAD,ECONOMIC&TECHNOLOGICAL DEVELOPMENT ZONE,HUAIAN,JIANGSU PROVINCE,P.R.C",HUAIAN,JIANGSU,223005,CHINA,Greater China,34,17,79,0,,,,,,603
THOMAS E GOERGEN ATELIER DE CALÃ‡ADOS LTDA ME,FOOTWEAR,NIKE,,RUA 9 DE FEVEREIRO NÂº1.444 - CENTRO,SANTA CLARA DO SUL,RIO GRANDE DO SUL,95835-000,BRAZIL,Emerging Markets,60,56,100,0,,,,,,604
TMI ZHONGSHAN CO LTD,APPAREL,NIKE,College,"NO.48 KE JI ROAD, TORCH INDUSTRIAL DEVELOPMENT ZONE",ZHONG SHAN,GUANGDONG,528437,CHINA,Greater China,698,632,68,0,REX CHEN,86-760-85311131,,rexchen@tmint.com.cn,,605
TOCCALINO CARLOS JAVIER Y TOCCALINO DANIEL ANTONIO S.H.,APPAREL,CONVERSE,,"IRIBARNE 960 - LUJAN, BUENOS AIRES, ARGENTINA",LUJAN,BUENOS AIRES,,ARGENTINA,Emerging Markets,27,22,75,0,,,,,,606
TOP & CO.,APPAREL,CONVERSE,,"VIA MAROSTICANA, 39/B",MASER,TREVISO,0,ITALY,Western Europe,8,5,62,0,,,,,,607
TOP SUMMIT GARMENT INC.,APPAREL,NIKE,,"NATIONAL RD. NO. 4, PHUM TRAPAING TOUL",KANDAL,,,CAMBODIA,Emerging Markets,2790,2450,91,0,,,,,,608
TOPSHOES INDUSTRIA DE CALCADOS,FOOTWEAR,CONVERSE,,"RUA INACIO SCHNEIDE, 345 CENTRO",SAO VENDELINO,R/S,95795000,BRAZIL,Emerging Markets,249,235,92,0,,,,,,609
"TOYAMA SPORTS GOODS CO., LTD.",EQUIPMENT,NIKE,,345 FUKUMITSU,NANTO,TOYAMA,939-1637,JAPAN,Japan,3,1,67,0,,,,,,610
TRUE TEMPER,EQUIPMENT,NIKE,,NO. 68 PINGSHENG RD. SIP,SUZHOU,JIANGSU,215126,CHINA,Greater China,143,99,29,0,,,,,,611
"TRUE TEMPER SPORTS, INC.-AMORY",EQUIPMENT,NIKE,,931 TRUE TEMPER CIRCLE,AMORY,MISSISSIPPI,38821,USA,North America,222,179,13,0,,,,,,612
TTG CO. LTD.,APPAREL,NIKE,,B1-4 INDUSTRIAL ZONE,TIEN GIANG,,,VIETNAM,Emerging Markets,52,30,36,0,,,,,,613
TUKES PRINTING,APPAREL,NIKE,,3 EAST MAIN STREET,TREMONT,PENNSYLVANIA,17981,USA,North America,40,34,70,0,,,,,Tukes Printing,614
U-CORPORATION,APPAREL,NIKE,,"665-1 KAMIMANIDA,",ANNAKA,GUNMA-KEN,,JAPAN,Japan,33,24,48,0,,,,,,615
"U-LINE LEATHER GOODS CO.., LTD",APPAREL,NIKE,,NO.2 INDUSTRIAL PARK,CHANGSHU CITY,JIANGSU,215517,CHINA,Greater China,130,110,70,18.2,,,,,,616
"U.S. EMBROIDERY, LLC",APPAREL,NIKE,College,7929 SW BURNS WAY,WILSONVILLE,OREGON,97070,USA,North America,24,24,90,0,Kirk Jones,503-570-0879,503-570-0966,usembroideryllc@frontier.com,,617
"UNIPAX CO., LTD",APPAREL,NIKE,College,PLOT 1012 +101/4 AMATA RD 3,BIEN HOA CITY,DONG NAI,0,VIETNAM,Emerging Markets,2057,1787,96,0,Thanh Phan Thi Kim Thanh,908540305,,thanhacc@unipaxvn.com,,618
UNIQUE IMPRESSIONS,EQUIPMENT,NIKE,College,5070 NW 235TH AVE SUITE #107,HILLSBORO,OREGON,97124,USA,North America,37,31,40,0,Dave Shepard,503-693-6456,503-844-6517,daves@uigolf.com,,619
UNITED CREATION OPTICAL,EQUIPMENT,CONVERSE,,"TIESONG DISTRICT, QINGXI TOWN,",DONGGUAN,GUANGDONG,,CHINA,Greater China,196,176,45,0,,,,,,620
"UNITED SWEETHEARTS GARMENT (VIETNAM) CO., LTD.",APPAREL,"NIKE, HURLEY",College,"ROAD #10, NHON TRACH I INUSTRIAL ZONE, NHON TRACH DISTRICT",DONG NAI,DONG NAI,(84-61),VIETNAM,Emerging Markets,1349,1068,84,76.1,Chong Chin Tang,6012-4741328,,cctang@mweusg.com,Long an Export Garment Joint Stock Company (LASGE),621
UNITED SWEETHEARTS GARMENT SDN BHD,APPAREL,NIKE,,"846, JALAN RAYA, (FRONT BLOCK)",SUNGAI BAKAP,PENANG,14209,MALAYSIA,Emerging Markets,205,57,53,93,,,,,,622
UNITED SWEETHEARTS GARMENT SDN BHD,APPAREL,NIKE,College,"846, JALAN RAYA",SUNGAI  BAKAP,PENANG,14209,MALAYSIA,Emerging Markets,721,610,21,94.1,Tang Chong Chin,604-5858005,604-5858199,cctang@usg.com.my,,623
UNITED SWEETHEARTS GARMENT SDN BHD,APPAREL,NIKE,,"PLOT 38, TAMAN RIA JAYA INDUSTRIAL ESTATE",SUNGAI PETANI,KEDAH,8000,MALAYSIA,Emerging Markets,623,474,39,91.1,,,,,Hapco Screen Printing,624
"UNIVERSAL SPORTING GOODS (THAILAND) CO., LTD.",EQUIPMENT,"NIKE, CONVERSE",College,"91 MOO 1 PETCHAKASERN RD. SOI WATTHEINTAD, T.BANMAI",NAKORNPRATHOM,,73110,THAILAND,Emerging Markets,840,767,78,21,Leslie Lei,66-81-6262359,66-34-287-260,leslie@unis.co.th,,625
UNIVERSAL WEBBING PRODUCTS INC.,EQUIPMENT,"NIKE, CONVERSE",,2188 XIN QUN ROAD,PINGHU,ZHEJIANG,314200,CHINA,Greater China,136,89,54,0,,,,,,626
VANTEX FILIAL INDUSTRIA E COMERCIO DE CONFECCOES LTDA,APPAREL,NIKE,,"RUA DO COMERCIO, 124, JARDIM MARIA LUÃçZA",CASCAVEL,PARANA,85819-520,BRAZIL,Emerging Markets,217,207,91,1,,,,,,627
VANTEX INDUSTRIAL LTDA,APPAREL,NIKE,,"RUA PADRE ANCHIETA, 501",CASCAVEL,PARANA,85803-740,BRAZIL,Emerging Markets,91,60,51,1.7,,,,,"Ibema Industria de ConfecÃ§Ãµes Ltda, Vantex Filial Industria e Comercio de Confeccoes Ltda",628
"VEGA BALL MANUFACTURING CO.,LTD.",EQUIPMENT,NIKE,College,653 MOO 4 SOI E 6 PATTANA RD,MUANG,SAMUTPRAKARN,10280,THAILAND,Emerging Markets,640,537,73,0,Steve Lin,66 2 324 0770,66 2 324 0350,steve@yuanchi.com.tw,,629
"VERTEX APPAREL CO., LTD.",APPAREL,"NIKE, HURLEY",,1015 MOO 2,WARINCHAMRAB,UBONRATCHATHANI,34190,THAILAND,Emerging Markets,1830,1799,72,7.8,,,,,,630
YOU YOUNG,FOOTWEAR,NIKE,,"SINSAN RO 130,",BUSAN,BUSAN,0,SOUTH KOREA,Emerging Markets,56,0,20,0,,,,,,631
VERTICAL KNITS S.A. DE C.V.,APPAREL,"NIKE, CONVERSE",College,CALLE 20 #131 C  X 27 Y 29,BACA,YUCATAN,97450,MEXICO,Emerging Markets,1538,1032,43,0,Omar Kuri,9919130057,9919130252,omar.kuri@verticalknits.com,,632
"VIET HONG GARMENT EXPORT CO., LTD.",APPAREL,NIKE,,"425B NGUYEN DINH CHIEU ST., W.8",BEN TRE,BEN TRE,,VIETNAM,Emerging Markets,2315,2035,70,0,,,,,"Son Kha Screen Printing Co. Ltd, TTG Co. Ltd.",633
VIET TIEN GARMENT CORPORATION,APPAREL,NIKE,College,"7 LE MINH XUAN STREET,  WARD 7,TAN BINH DISTRICT",HO CHI MINH,HO CHI MINH,7000,VIETNAM,Emerging Markets,2878,2787,72,0,Tien Bui Van,84 - 8 - 38640800,84 - 8 - 38645867,tien@viettien.com.vn,"Son Kha Screen Printing Co. Ltd, TTG Co. Ltd.",634
VIETNAM CHINGLUH SHOES CO. LTD.,FOOTWEAR,NIKE,,THUAN DAO INDUSTRIAL PARK,BEN LUC COUNTY,LONG AN PROVINCE,7000,VIETNAM,Emerging Markets,22878,18259,82,20.2,,,,,"Tiong  Liong Industrial Co., Ltd.",635
VIETNAM MOC BAI JOINT STOCK COMPANY,FOOTWEAR,NIKE,,"HIEP THANH COMMERCIAL AREA, LOI THUAN COMMUNE, BEN CAU DISTRICT, TAY NINH PROVINCE",TAY NINH,TAY NINH,84,VIETNAM,Emerging Markets,13913,10218,82,0,,,,,,636
VIETNAM POU SUNG CO. LTD.,FOOTWEAR,"NIKE, CONVERSE",,BAU XEO INDUSTRIAL PARK,TRANG BOM,DONG NAI,700,VIETNAM,Emerging Markets,16899,15499,84,0,,,,,,637
VILLA VICTORIA,APPAREL,HURLEY,,LIBRAMIENTO A PALIZADA S/N VILLA VICTORIA,ESTADO DE MEXICO,CP,,MEXICO,Emerging Markets,505,464,66,0,,,,,,638
VIMAL CLOTHING ENTERPRISE CC,APPAREL,NIKE,,"4 FAIRWAYS AVENUE, FAIRWAYS PARK",DURBAN,KWAZULU NATAL,4301,SOUTH AFRICA,Emerging Markets,380,360,94,0,,,,,"HIGHTIDE PRINT, PRINTNEWS",639
"VINH HUNG - JOINT VENTURE CO., LTD (TMI VIETNAM)",APPAREL,NIKE,College,"1657/3E NATIONAL ROAD 1A, AN PHU DONG WARD, DISTRICT 12",HO CHI MINH,HO CHI MINH CITY,70000,VIETNAM,Emerging Markets,1982,1927,62,0,YY CHEN,(84) 28 37196005,(84) 28 37196002,yychen@tmi.com.vn,,640
"VINH LONG FOOTWEAR CO., LTD.",FOOTWEAR,CONVERSE,,"HOA PHU INDUSTRIAL ZONE, VINH LONG PROVINCE, VIETNAM",LONG HO,VINH LONG,91000,VIETNAM,Emerging Markets,13107,10623,83,0,,,,,,641
VINH TIEN GARMENT FACTORY,APPAREL,NIKE,,"#1 HUNG DAO VUONG, WARD 1, VINH LONG TOWN",VINH LONG,VINH LONG,84-070,VIETNAM,Emerging Markets,1950,1860,80,0,,,,,"Son Kha Screen Printing Co. Ltd, TTG Co. Ltd.",642
"VUNG TAU ORIENT CO., LTD",EQUIPMENT,NIKE,College,11 ROAD,VUNG TAU,BA RIA- VUNG TAU,84,VIETNAM,Emerging Markets,1476,1100,79,0,GIANG VU,(064) 3614598 (125),,giang.vu@fengtay.com,,643
W.S. CALÃ‡ADOS LTDA.,FOOTWEAR,"NIKE, CONVERSE",,"RUA VICENTE PRIETO, 8121",NOVA PETRÃ“POLIS,RS,95150000,BRAZIL,Emerging Markets,82,81,82,0,,,,,,644
WAH MING OPTICAL MANUFACTORY LTD,EQUIPMENT,NIKE,,"NO.23 HONG MIAN FOURTH ROAD,",SHENZHEN,GUANGDONG,518115,CHINA,Greater China,1955,1240,51,0,,,,,,645
WAN WAY,EQUIPMENT,NIKE,,NO. 89 SEC. 4,TAINAN,TAIWAN,70966,TAIWAN,Greater China,15,9,47,0,,,,,,646
WAN WEI ELECTRONIC (SHEN ZHEN) COMPANY LTD,EQUIPMENT,NIKE,,"CHEN TIAN INDUSTRIAL ESTATE, XIXIANG TOWN",SHENZHEN,GUANGDONG,518102,CHINA,Greater China,108,90,67,0,,,,,,647
WEI XU YIYANG SPORTS EQUIPMENT CO. LTD.,EQUIPMENT,NIKE,,"A8 BUILDING, EAST NEW ROAD, HIGH-TECH DISTRICT,",YIYANG,HUNAN,413000,CHINA,Greater China,864,673,85,0,,,,,,648
"WELLPOWER SPORTING GOODS CO., LTD.",EQUIPMENT,NIKE,College,"KENGKOU INDUSTRIAL ZONE, LIAOBU TOWN",DONGGUAN,GUANGDONG,523425,CHINA,Greater China,1850,355,70,0,johnny xu,13829135533,86-769-83261937,johnny@wellpowersports.com,,649
WHAMPOA GARMENT MFG. (GUIGANG) COMPANY LIMITED,APPAREL,NIKE,College,"WEST RIVER INDUSTRIAL PARK, GUIGANG CITY",GUIGANG,GUANGXI,537100,CHINA,Greater China,766,623,89,0,Bonnie Lee,00852-27267716,00852-27267746,bonnie.py.lee@ygm.com.hk,,650
"WILSON INT'L IND CO., LTD",EQUIPMENT,NIKE,,"2ST TOWN, WENTONG INDUSTRY SECTION",DONGGUAN,GUANGDONG,523121,CHINA,Greater China,410,286,60,0,,,,,,651
"WUXI ANN GLASSES CASE CO., LTD.",EQUIPMENT,NIKE,,NO. 6 WEIYI DACHENG INDUSTRIAL ANZHEN TOWN,WUXI CITY,JIANGSU,214105,CHINA,Greater China,49,39,73,0,,,,,,652
WUXI MAZZA MARCATI OPTICS CO.LTD,EQUIPMENT,CONVERSE,,"NO.229 FURONG 3 RD,",WUXI,JIANGSU,214191,CHINA,Greater China,64,51,56,0,,,,,,653
XIAMEN KYOSEI SPORTING GOODS CO LTD,EQUIPMENT,NIKE,College,NO 10 YANGGUANG ROAD,XIAMEN,FUJIAN,361026,CHINA,Greater China,98,70,68,0,,,,,,654
"XIAMEN PULSA SPORTING GOODS CO., LTD",EQUIPMENT,NIKE,College,"NO.33,XINGLIN N.ROAD, JIMEI DISTRICT",XIAMEN,FUJIAN,361022,CHINA,Greater China,1010,867,80,9.7,Dolly Lu,86-592-6661618-2108,86-592-6075097,dolly.lu@yeginsports.com,,655
"XINCHANG SHOES CO.,LTD",FOOTWEAR,NIKE,,HUAFENG INDUSTRY GARDEN,XINNING,GUANGDONG,510000,CHINA,Greater China,4091,3936,87,0,,,,,,656
YANCHENG XINBO APPAREL CO. LTD,APPAREL,CONVERSE,,NO 11 CHANGJIANG ROAD,YANCHENG,JIANGSU,0,CHINA,Greater China,104,97,83,0,,,,,,657
"YANGZHOU BAOYI  SHOES MANUFACTURING CO.,LTD.",FOOTWEAR,CONVERSE,,"NO,168 YUYUAN ROAD,YUYUAN INDUSTRIAL PARK,YANGZHOU ECONOMIC AND TECHNICAL DEVELOPMENT ZONE,JIANGSU P",YANG ZHOU,JIANGSU,225009,CHINA,Greater China,2996,2563,76,0,,,,,,658
"YANGZHOU BAOYI (ZHONGSHAN ) SHOES MANUFACTURING CO.,LTD.",FOOTWEAR,CONVERSE,,"2ND INDUSTRIAL ESTATE BAISHI SANXIANG, ZHONGSHAN CITY,GUANGDONG PROVINCE.",ZHONGSHAN,GUANGDONG,528463,CHINA,Greater China,138,62,74,0,,,,,,659
YANTAI SHENGTAI GARMENT CO. LTD,APPAREL,NIKE,,DONGLIN VILLAGE HANGWU TOWN,"YANTAI CITY, PROVINCE OF SHANDONG SHENG",CHINA,,CHINA,Greater China,177,133,85,0,,,,,,660
"YARN-WAY ENTERPRISE CO., LTD",EQUIPMENT,NIKE,,"NO.666,QIAOYING ROAD, JIMEI SECTION",XIAMEN,FUJIAN,361021,CHINA,Greater China,561,512,13,0,,,,,,661
YAYU XIAMEN LEATHER PRODUCT CO. LTD (FKA CHONGGEE),EQUIPMENT,NIKE,,"NO. 1001, TONG JI N. RD, TONG AN DISTRICT",XIAMEN,FUJIAN,361100,CHINA,Greater China,760,690,25,0,,,,,,662
YESIM TEKSTIL,APPAREL,"NIKE, CONVERSE, HURLEY",,ANKARA YOLU GURSU KAVSAGI 11.KM,BURSA,BURSA,16580,TURKEY,Central and Eastern Europe,2442,1805,52,0,,,,,"ASENA 3 TEXTIL S.R.L., Asena 4, Asena Textile, ASENA-TEXTIL S.R.L., ERATEKS TESTIL SANAY? TICARET  AS, FITA TEKSTIL SAN. TIC. LTD. STI., Jade Apparel Industries SAE, Jade Textile Egypt",663
YESTERWEAR,APPAREL,"NIKE, CONVERSE, HURLEY",College,705 SMITHVILLE ROAD,LUMBERTON,NEW JERSEY,8048,USA,North America,78,65,52,0,,,,,,664
YIECHANG,EQUIPMENT,NIKE,,"NO.63-3 LANE.192,SHUI YUAN RD",FENG YUAN,TAICHUNG,42084,TAIWAN,Greater China,34,23,51,30.4,,,,,,665
"YIH SHUO FOOTWEAR CO., LTD.",FOOTWEAR,CONVERSE,,"THAP MUOI DISTRICT, DONG THAP PROVINCE, VIETNAM","MY AN TOWN, THAP MUOI DISTRICT",DONG THAP PROVINCE,,VIETNAM,Emerging Markets,2769,2061,85,0,,,,,,666
YINGKOU UTC  SPORTING  GOODS  LIMITED,EQUIPMENT,NIKE,,YINGKOU ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE,GREEN INDUSTRIAL PARK,LIAONING,0,CHINA,Greater China,34,30,50,46.7,,,,,,667
YIXING GUO FENG GARMENT,APPAREL,"NIKE, CONVERSE, HURLEY",,"#3, ZHUQIAO RD",YIXING,JIANGSU,214200,CHINA,Greater China,266,229,80,0,,,,,,668
"YORKS CO.,LTD.",EQUIPMENT,NIKE,,609-2 MINATO,HIGASHIKAGAWA-CITY,KAGAWA,769-2798,JAPAN,Japan,83,50,58,36,,,,,,669
YOUNGONE HI-TECH SPORTSWEAR IND.LTD.,APPAREL,"NIKE, HURLEY",,"PLOT # 1-4,9-12, DHAKA EXPORT PROCESSING ZONE",DHAKA,DHAKA,1349,BANGLADESH,Emerging Markets,8492,6853,67,0,,,,,,670
YUAN LING,FOOTWEAR,NIKE,,202 CHANGLU ROAD,CHANGHUA CITY,T'AI-WAN,0,TAIWAN,Greater China,167,99,40,45.5,,,,,,671
YUE YUEN MANUFACTURING FACTORY,FOOTWEAR,NIKE,College,"YANJIAN ROAD, GAOBU TOWN",DONGGUAN,GUANGDONG,523286,CHINA,Greater China,13485,10369,70,0.9,Allen Hsiao,86 769 88874202-5009,86 769 88875106,Allen.Hsiao@pouchen.com,,672
YUPOONG VIET NAM,APPAREL,NIKE,College,"LOT A-2,3,4, LOTECO EPZ, ROUTE 15A, LONG BINH",BIEN HOA CITY,DONG NAI,7000,VIETNAM,Emerging Markets,2281,2100,95,0,DUNG HOANG TIEN,84-61-991981,84-61-991937,htdung@yupoong.com.vn," Golf Sales West, Inc.",673
"ZAO ZHUANG RUIXING SHOES CO., LTD",FOOTWEAR,NIKE,,N0.3 FUXING ROAD,ZAOZHUANG CITY,SHANDONG,250011,CHINA,Greater China,2049,1962,96,0.1,,,,,,674
ZETRIX PLANT 4 (FORMERLY VISTA DE HUAMANTLA),APPAREL,NIKE,,VIRGEN DE LA CARIDAD NO. 1,HUAMANTLA,TLAXCALA,90500,MEXICO,Emerging Markets,1215,855,53,0,,,,,,675
ZHANGJIAGANG CHINA RESOURCES ACCESSORIZES CO.LTD,EQUIPMENT,"NIKE, CONVERSE, HURLEY",,"ZHANGJIAGANG ECONOMIC DEVELOPMENT ZONE(NO.16,CHANGXIN ROAD,YANGSHE TOWN)",ZHANGJIAGANG,JIANGSU,215600,CHINA,Greater China,176,139,70,0,,,,,,676
"ZHANGJIAJIE EXCELLENCE SPORT PRODUCTS CO., LTD.",EQUIPMENT,NIKE,,"BUILDING NO1.2.3 QILONGGANG INDUSTRIAL ZONE, CILI COUNTRY INDUSTRIAL PARK",ZHANGJIAJIE,HUNAN,427200,CHINA,Greater China,363,324,96,0,,,,,,677
